Code produit Fournisseur;EAN;Désignation du produit (NOM COMMERCIAL); Libellé Bon de livraison; Descriptif du produit; Durée garantie; Catégorie Arborescence Internet;Slogan;Qualité livrée;Couleur;Marque;Nombre de pièces par paquet;Hauteur adulte;Les plus du produit (1);Les plus du produit (2);Les plus du produit (3);EcoTaxe;Image_principale;Image secondaire 1;Image secondaire 2;Image secondaire 3;Image secondaire 4;Image secondaire 5;Vidéo Lien youtube;Fiche PDF;Période de plantation;Période de floraison;Période de semis;Période de récolte;Période de livraison;Type de sol;Exposition;Type utilisation;Type de Livraison
80829433;;4 BORDURES FLEXIBLES 58CM*;4 BORDURES FLEXIBLES 58CM*;Ces bordures flexibles de 58 cm chacune vous permettront de délimiter une allée ou d entourer un parterre de fleurs, il suffit de les enfoncer dans la terre, pointes vers le bas : - pratique pour contrôler l expansion des massifs en bord de pelouse - longueur totale assemblées : 2.30 mètres - peuvent être posées en cercle car elles sont souples - hauteur hors sol : 4.5 à 5 cm - pointes à enfoncer dans le sol : 7.5cm environ - coloris terra cotta . Matière : plastique;1 an;3040;;Lot de 4;Aucune;;;;;;;;MAR-80829.jpg;MAR-80829-2.jpg;;;;;;;;;;;;;;;01-Depart Willemse
80474633;;6 BARRIERES JARDIN FORME ARRONDIE;6 BARRIERES JARDIN FORME ARRONDIE;Idéal pour donner un style à votre jardin. - ces 6 barrières arrondies se mettent en cercle autour d un massif : diamètre environ 90cm - facile à planter, hauteur hors sol 19,5 cm - en plastique imitation fonte. Matière : plastique coloris noir;1 an;3040;;Lot de 6;Aucune;;;;;;;;MAR-80474.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
81119133;;PAILLASSON DOUBLE DECOR CHATS 45X75CM;PAILLASSON DOUBLE DECOR CHATS 45X75CM;Paillasson d entrée, surface en fibres de coco séparées par des bandes de caoutchouc. Double tapis coco décor CHAT-Base en caoutchouc noir. Matière : 65% Caoutchouc/35% coco;1 an;3040;;La pièce;Aucune;;;;;;;;MAR-81119.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80277133;;ARROSEUR ARBRE;ARROSEUR ARBRE;Voici une invention géniale pour arroser les arbres. Il suffit de poser cet accessoire autour le l arbre, de l adapter au tuyau d arrosage grâce à son embout universel et ouvrir l eau. L arbre sera ainsi arrosé en douceur et profondeur. Tuyau en matière poreuse + adaptateur en forme   Y  . Longueur : 180 cm Convient pour tous les arbres.;1 an;3020;;La pièce;Aucune;;;;;;;;MAR-80277.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80374133;;4 OUTILS JARDINAGE DANS MALETTE;4 OUTILS JARDINAGE DANS MALETTE;Vendus dans une très belle valise avec couvercle transparent, vous trouverez les 4 compagnons indispensables pour jardiner. - 1 râteau 3 dents, en inox, manche bois 16 cm de long - 1 sécateur, lame en acier trempé poli, manche confort. Longueur 15cm - 1 paire de ciseaux pour tailler, en acier trempé poli - manche confort longueur 15cm - 1 pelle en inox, manche bois longueur 15 cm. Dimension de la valise en matière plastique : 23x20x5cm.;1 an;3360;;Lot de 4;Aucune;;;;;;;;MAR-80374-1.jpg;MAR-80374-2.jpg;;;;;;;;;;;;;;;01-Depart Willemse
80412133;;POIGNEE POUR MANCHE D OUTIL;POIGNEE POUR MANCHE D OUTIL;Cette poignée est idéale pour éviter une mauvaise position quand on utilise un outil de jardin muni d un manche tel que râteau, pelle. Elle se fixe à tous les manches de diamètre variés. Réglable - Réalisé en matière plastique.;1 an;3360;;La pièce;Aucune;;;;;;;;MAR-80412.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80696134;;EMBOUT JET LARGE POUR TUYAU D'ARROSAGE;EMBOUT JET LARGE POUR TUYAU D'ARROSAGE;A adapter sur votre tuyau d arrosage pour un nettoyage efficace : - embout en 2 parties à visser - jet   éventail   - embout universel, adaptable sur votre tuyau - commande marche/arrêt à tourner - coloris vert. Matière : plastique;1 an;3020;;La pièce;Aucune;;;;;;;;MAR-80696.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80807133;;BOITE METAL + BOBINE CORDELETTE;BOITE METAL + BOBINE CORDELETTE;Pour les travaux de jardinage et de culture : - boite métal avec couvercle perforé permettant de distribuer la cordelette nécessaire pour attacher les plantations - livrée avec bobine de corde naturelle de 150 mètres de long. Matière : boite métal et jute;1 an;3040;;La pièce;Aucune;;;;;;;;MAR-80807.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80681433;;4 BORDURES BANDEAU REFLECHISSANT;4 BORDURES BANDEAU REFLECHISSANT;Le long de l allée ou du parterre : - en lot x 4 pour réaliser 1,20 mètre de bordure - bande réfléchissante, phosphorescente dans le noir - elles résistent aux intempéries - livrés avec 8 pics pour être plantés dans la terre ou entre les pavés. Matière : plastique;1 an;3040;;Lot de 4;Aucune;;;;;;;;MAR-80681.jpg;MAR-80681-2.jpg;;;;;;;;;;;;;;;01-Depart Willemse
80693433;;4 BARRIERES PARTERRE BLANCHES;4 BARRIERES PARTERRE BLANCHES;En lot x 4 soit une longueur totale de 2,30mètres - hauteur maxi hors sol 22, mini 15 cm - imitation 1/2 rondins de bois - résiste aux intempéries. Matière : plastique coloris blanc;1 an;3040;;Lot de 4;Aucune;;;;;;;;MAR-80693.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80642133;;3 ARROSEURS A PLANTER + 3 TUYAUX;3 ARROSEURS A PLANTER + 3 TUYAUX;Solution idéale pour une pelouse bien entretenue ! Ce lot est composé de 8 pièces : - 3 arroseurs sur tige à planter : 5 jets différents par arroseur à sélectionner selon le type d arrosage - 3 tuyaux avec 2 embouts universels venant s adapter sur les arroseurs et sur le robinet - 2 embouts universels à visser pour branchement sur robinet Matière : plastique Dimensions produit : hauteur arroseur 21 cm, partie émergée 10,5cm, longueur 1 tuyau avec 2 embouts : 187 cm. Matière : plastique;1 an;3020;;Lot de 3;Aucune;;;;;;;;MAR-80642.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80576133;;LANCE D'ARROSAGE TELESCOPIQUE 97-154 CM;LANCE D'ARROSAGE TELESCOPIQUE 97-154 CM;Cette très grande lance d arrosage permet d atteindre des plantes très éloignées jusque 1,54m car elle est télescopique. Sa tête à 8 jets différents permet d adapter le bon arrosage à chaque plante. Poignée de commande confortable avec possibilité de blocage. Robinet de contrôle de débit. Embout de fixation rapide universel. Longueur mini : 97 cm, longueur maxi : 154 cm. Réalisé en ABS + aluminium. Matière : ABS + aluminium;1 an;3020;;La pièce;Aucune;;;;;;;;MAR-80576.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80770133;;MAISON POMME POUR OISEAUX;MAISON POMME POUR OISEAUX;Petite maisonnette à suspendre pour nourrir les oiseaux du jardin ! - insérer une pomme sur la tige prévue à cet effet - cordelette de suspension S. Matière : bois (pin) et métal;1 an;3040;;La pièce;Aucune;;;;;;;;MAR-80770.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80971133;;SAC DE TRANSPORT POUR BOTTES;SAC DE TRANSPORT POUR BOTTES;Sac avec poignée de transport : idéal pour entreposer dans la voiture les paires de bottes ou de chaussures boueuses après la chasse ou une randonnée. Ouverture frontale pratique avec rabat fermé par scratch et 2 fermetures à glissière qui peuvent coulisser ensemble grâce à la petite poignée reliant les 2 curseurs 1 pochette maille filet pour y mettre les chaussettes 1 pochette fermée par scratch-Coloris vert. Matière : 100% polyester;1 an;3200;;La pièce;Aucune;;;;;;;;MAR-80971.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80619133;;PORTE PLANTES MURAL;PORTE PLANTES MURAL;Suspendu à un mur du jardin ou à l intérieur de la maison, ce porte-plantes mural sera du plus bel effet ! Il est en acier résistant au froid et aux intempéries. L étagère d une profondeur de 16cm, se déplie pour recevoir vos plantes. Il est livré avec une vis de suspension Coloris : noir. Matière : métal;1 an;3040;;La pièce;Aucune;;;;;;;;MAR-80619.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80974133;;EPANDEUR MANUEL POUR GRAINES OU ENGRAIS;EPANDEUR MANUEL POUR GRAINES OU ENGRAIS;Pour épandre l engrais ou semer le gazon Contenance 3.5L. Fonctionnement par manivelle. Matière : plastique polypropylène;1 an;3180;;La pièce;Aucune;;;;;;;;MAR-80974.jpg;MAR-80974-2.jpg;;;;;;;;;;;;;;;01-Depart Willemse
80848133;;PROTEGE GENOUX GRENOUILLE;PROTEGE GENOUX GRENOUILLE;Protection genoux pour les travaux de jardinage. Matière : mousse;1 an;3360;;La pièce;Aucune;;;;;;;;MAR-80848.jpg;MAR-80848-2.jpg;;;;;;;;;;;;;;;01-Depart Willemse
80988133;;5 TUYAUX POUR ARROSAGE PAR CAPILLARITE;5 TUYAUX POUR ARROSAGE PAR CAPILLARITE;Système d arrosage par capillarité : vos plantes d intérieur ne souffriront plus du manque d arrosage pendant votre absence. Plongez l une des extrémités des tubes dans un récipient d eau surélevé par rapport aux pots des plantes, l autre extrémité vient se planter dans le substrat de chaque plante, la cordelette va absorber l eau et la rediffuser par capillarité. Matière : plastique;1 an;3020;;Lot de 5;Aucune;;;;;;;;MAR-80988.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80157233;;2 TETES DE CHATS EPOUVANTAIL;2 TETES DE CHATS EPOUVANTAIL;Ces 2 têtes de chat s accrochent dans les arbres à protéger et éviteront que les oiseaux ne viennent   voler   vos précieuses récoltes. Les yeux en bille de verre pour plus de réalisme . Matière : métal;1 an;3040;;Lot de 2;Aucune;;;;;;;;MAR-80157.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80307133;;CISEAUX JARDIN SPECIAL BUIS ET ARBUSTES;CISEAUX JARDIN SPECIAL BUIS ET ARBUSTES;Ce sont les ciseaux utilisés par tous les jardiniers en Orient pour sculpter les arbustes. DEUX lames puissantes se croisent avec large manche en bois riveté. Embout de protection en plastique bloquant l ouverture En acier de très bonne qualité. Longueur totale : 30cm. FACILE A MANIER ET A UTILISER. Matière : acier inox, bois;1 an;3360;;La pièce;Aucune;;;;;;;;MAR-80307.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80308133;;ABREUVOIR A OISEAUX PETITE FILLE*;ABREUVOIR A OISEAUX PETITE FILLE*;A la fois décoratif et utile, cette jolie jeune fille abreuvera les oiseaux du jardin. Réalisé en polyrésine de très bonne qualité. Imitation patine à l ancienne. Hauteur : 27cm. Dimension produit emballé : 29 x 14 x 14 cm.;1 an;3020;;La pièce;Aucune;;;;;;;;MAR-80308.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80263133;;SCIE ARBORICOLE PLIANTE;SCIE ARBORICOLE PLIANTE;Cette scie est réalisée en acier dur, chromé. Ces dents sont affutées avec précision et permettent un tranchant parfait. Coupe toutes les branches jusqu à 90mm. Ne se coince pas. Ne rouille pas. Se plie facilement pour la ranger en toute sécurité et protéger les lames. Langueur plié :24,5cm Longueur ouvert :44,5cm.;1 an;3360;;La pièce;Aucune;;;;;;;;MAR-80263.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80499133;;MANGEOIRE OISEAUX A ACCROCHER;MANGEOIRE OISEAUX A ACCROCHER;Une très belle réalisation. A la fois décoratif et utile. A accrocher sur un mur. Une fois rempli, les oiseaux viendront picorer. Matière : résine de polyester peinte à la main;1 an;3040;;La pièce;Aucune;;;;;;;;MAR-80499.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80591133;;ETAGERE PLANTES JUMBO 3 MARCHES;ETAGERE PLANTES JUMBO 3 MARCHES;Dans la maison, sur le balcon ou la terrasse, pour mettre en scène vos plus jolies plantes : Etagère TROIS marches. Dimensions des marches : L 58 x l 15.80 cm. Profondeur des pieds à la base : 37cm Assemblage facile sans clou ni vis, les différents éléments s emboitent les uns dans les autres Chaque étagère peut supporter jusqu à 10kgs. Matière : plastique polypropylène, coloris vert;1 an;3040;;La pièce;Aucune;;;;;;;;MAR-80591.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80753133;;MANGEOIRE OISEAUX PHOSPHORESCENTE;MANGEOIRE OISEAUX PHOSPHORESCENTE;Utile et décorative : mangeoire à suspendre - chainette de suspension - anneau pour suspendre la boule de verre décorative - réceptacle pour graines - peint en jaune : phosphorescent la nuit.;1 an;3040;;La pièce;Aucune;;;;;;;;MAR-80753.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80783133;;SAC DE JUTE BIODEGRADABLE;SAC DE JUTE BIODEGRADABLE;Fabriquez votre propre compost en utilisant ce sac de jute 100% biodégradable. Le remplir à l automne de feuilles mortes et le laisser tout l hiver dans un coin du jardin : le printemps venu, le compost de feuilles sera prêt à être utiliser. Matière : 100% jute;1 an;3360;;La pièce;Aucune;;;;;;;;MAR-80783.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
80894133;;HUMIDIFICATEUR PLANTE FORME NAIN;HUMIDIFICATEUR PLANTE FORME NAIN;Pour des plantes en bonne santé utilisez cet humidificateur : la terre absorbe naturellement l humidité diffusée par la terre cuite. - décor "petit nain" peint à la main - orifice de remplissage à l arrière. Matière : terre cuite peinte à la main;1 an;3020;;La pièce;Aucune;;;;;;;;MAR-80894.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
81009133;;EMBOUT JET HAUTE PRESSION POUR TUYAU;EMBOUT JET HAUTE PRESSION POUR TUYAU;Permet de nettoyer et de déboucher grâce à la pression de l eau. S adapte sur tout tuyau (livré avec un adaptateur universel) Idéal pour les canalisations, égouts, gouttières et chéneaux. Matière : plastique et métal;1 an;3020;;La pièce;Aucune;;;;;;;;MAR-81009.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
