Code produit Fournisseur;EAN;Désignation du produit (NOM COMMERCIAL); Libellé Bon de livraison; Descriptif du produit; Durée garantie; Catégorie Arborescence Internet;Slogan;Qualité livrée;Couleur;Marque;Nombre de pièces par paquet;Hauteur adulte;Les plus du produit (1);Les plus du produit (2);Les plus du produit (3);EcoTaxe;Image_principale;Image secondaire 1;Image secondaire 2;Image secondaire 3;Image secondaire 4;Image secondaire 5;Vidéo Lien youtube;Fiche PDF;Période de plantation;Période de floraison;Période de semis;Période de récolte;Période de livraison;Type de sol;Exposition;Type utilisation;Type de Livraison
33107;;Ramasse feuilles long manche;Ramasse feuilles long manche;Pince idéale dans le jardin : permet de ramasser les feuilles mortes, et autres détritus du jardin. La tête offre des dents façon balai à gazon afin de saisir les feuilles plus facilement. Ergonomique : long manche d 1 mètre et poignée ergonomique Poignée de blocage : permet de maintenir fermement et avec sécurité l'objet, d amener la pince avec les détritus jusqu à la poubelle sans fatiguer (moins d effort pour l utilisateur) tête pivotante à 180 ° : la pince s adapte çà l utilisateur -  En aluminium extra léger  L x l x h : 22cm 10cm 100cm / poids net560g Matériaux : aluminium et plastique;1 an;3480;Pince idéale dans le jardin;En aluminium extra léger;Multicolore;;;;Pratique et facile;Ramasser sans effort;;;RIM-33107.jpg;RIM-33107-SIT.jpg;;;;;;;;;;;;;;;00-Depart Fournisseur
33143;;Brouette de jardin 2 en 1;Brouette de jardin 2 en 1;Cette brouette de jardin est idéale pour transporter des outils de jardin. Format compact lors du stockage : pliable ! Sac amovible : mise au rebus facilité Permet de transporter facilement, en amoindrissant l effort - Facile à diriger grâce au bras -  Léger : 4.7 kg -  Contenant en polyester avec poignées 47*37*27 cm (50 litres env) Plusieurs poches latérales - capacité jusqu à 30kg - 2 roues en plastique de Ø18cm facilitant l accès au jardin -  Structure : tube en acier  L x l x h : 50cm 100cm 58cm / poids net4700g Matériaux : métal + polyester;1 an;3480;se plie à tous vos besoins;Matériaux : métal + polyester;Multicolore;;;;Idéal pour le transport;Pratique et utile;;;RIM-33143.jpg;RIM-33143-2.jpg;RIM-33143-3.jpg;;;;;;;;;;;;;;00-Depart Fournisseur
PRP100P;;PULVERISATEUR 10L "LINA10";PULVERISATEUR 10L "LINA10";Ce pulvérisateur à  pression préalable est idéal pour traiter vos plantes contre les insectes nuisibles. Facile à  transporter et dispose d une lance laiton avec des joints.;1 an;3280;Pour éliminer les insectes;En laiton à  jet réglable;Blanc;1;;;Démontable;Laiton;;;RIM-0008.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP130D;;PULVERISATEUR 14L A DOS "LINA13";PULVERISATEUR 14L A DOS "LINA13";Pulvérisateur de la gamme Lin de Ribiland à  pression entretenue. Dos ergonomique. Offre un réel confort d usage. Idéal pour les potagers et les grands jardins.;1 an;3280;Entretien facile et efficace des plantes;En polypropylène soufflé;Multicolore;1;;;En polypropylène injecté;Laiton;;;RIM-0009.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP160D;;PULVERISATEUR 17L A DOS "LINA16";PULVERISATEUR 17L A DOS  LINA16 ;Pulvérisateur à  dos à  pression entretenue avec une capacité de 17,5 litres. Livré avec une lance laiton et buse laiton à  jet réglable n° 8 démontable.;1 an;3280;Un pulvérisateur de qualité !;En laiton à  jet réglable;Multicolore;1;;;Démontable.tuyau;Laiton;;;RIM-0010.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP200D;;PULVERISATEUR 20L A DOS "LINA20";PULVERISATEUR 20L A DOS "LINA20";Ce pulvérisateur à  dos à  pression entretenue dispose d un bidon d une capacité de 20 L. Ce matériel est doté d un cordon à  dos pour un transport aisé.;1 an;3280;Pratique pour l entretien des végétaux;Télescopique et buse à  jet réglable;Multicolore;1;;;Démontable;Cuve grand volume;;;RIM-0011.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP015P;;PULVERISATEUR 1.3L "PRIMO2";PULVERISATEUR 1.3L  "PRIMO2";Ce pulvérisateur à  pression préalable dispose d un bidon en polyéthylène soufflé et d une poignée en polypropylène injectée. Capacité : 1,3 L.;1 an;3280;Pour maintenir la santé de vos plantes !;En polyéthylène soufflé;Multicolore;1;;;En polypropylène injecté;Laiton;;;RIM-0012.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP050P;;PULVERISATEUR 5L "PRIMO5";PULVERISATEUR 5L "PRIMO5";Pulvérisateur à  pression préalable de marque Ribiland. Avec tuyau de 1,20 m offrant un grand confort d utilisation. Doté d une capacité de 5,5 litres.;1 an;3280;C est l assurance d une plante saine !;Fibre de verre et buse à jet réglable;Jaune;1;;;Démontable. soupape de sà»reté;Réglage du débit à la gâchette;;;RIM-0013.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP069P;;PULVERISATEUR 7L "PRIMO7";PULVERISATEUR 7L "PRIMO7";Pulvérisateur à  pression préalable, parfaitement équipé, ce pulvérisateur convient au traitement des plantes et à  l entretien des arbres d ornement et des haies. Avec réservoir de 7 L.;1 an;3280;Idéal pour le désherbage et le jardinage;Fibre de verre et buse à jet réglable;Jaune;1;;;Démontable;Buse laiton à  jet réglable;;;RIM-0014.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP120D;;PULVERISATEUR 13L A DOS "PRIMO12";PULVERISATEUR 13L A DOS "PRIMO12";Pulvérisateur à  pression entretenue. Efficacité sans égale pour un usage régulier. Matériel de qualité et semi-professionnel. Capacité : 13 L.;1 an;3280;Un produit haut de gamme;Fibre de verre et buse à jet réglable;Multicolore;1;;;Démontable;Porte lance intégré;;;RIM-0015.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP180D;;PULVERISATEUR 17L A DOS "PRIMO18";PULVERISATEUR 17L A DOS "PRIMO18";Pulvérisateur à  dos de 17,50 L à  pression entretenue. Muni d une lance d arrosage pour une meilleure précision. Avec tuyau de 1,20 m pour une utilisation plus confortable.;1 an;3280;Arrosage ou désherbage;Enfibre de verre et buse à  jet réglable;Multicolore;1;;;Démontable;Polyéthylène soufflé;;;RIM-0016.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP010G;;VAPORISATEUR 1L "PULPRO1" A GACHETTE;VAPORISATEUR 1L "PULPRO1" A GACHETTE;Équipez-vous de ce vaporisateur d une capacité de 1 L pour bien entretenir les plantes du jardin. Équipé d une gâchette pour une diffusion rapide.;1 an;3260;Efficace pour l entretien des végétaux;En polypropylène;Blanc;1;;;Tête et gâchette;Polypropylène;;;RIM-0017.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP039P;;PULVERISATEUR  4L "PULPRO 4";PULVERISATEUR 4L "PULPRO 4";Choisissez ce pulvérisateur à  pression préalable pour entretenir et traiter vos plantes. Doté d une bretelle, il est facile à  manier. Capacité : 4 L.;1 an;3280;Pour traitement des plantes et massifs;Fibre de verre et buse à jet réglable;Multicolore;1;;;Démontable;Buse laiton à  jet réglable;;;RIM-0018.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP022P+;;PULVERISATEUR 2L "LINA+2"  ;PULVERISATEUR 2L "LINA+2";Ce pulvérisateur à  pression préalable dispose d une capacité de 2 litres. Il est muni d une tête et d une poignée en polypropylène injecté.;1 an;3280;Un pulvérisateur 2 L fiable et efficace;En polypropylène injecté. ;Multicolore;1;;;Bidon en polyéthylène soufflé;Laiton;;0.00;RIM-0001.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP072P+;;PULVERISATEUR "LINA+7"  ;PULVERISATEUR "LINA+7"  ;Ce pulvérisateur à  pression préalable est idéal pour répandre les produits phytosanitaires sur vos plantes. Il permet également de lutter contre les insectes nuisibles.;1 an;3280;Pour un désherbage efficace des plantes;En laiton;Multicolore;1;;;Démontable;Laiton;;;RIM-0002.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP132D+;;PULVERISATEUR "LINA+13" A DOS ;PULVERISATEUR "LINA+13" A DOS ;À pression entretenue, ce pulvérisateur possède un design ergonomique convenable pour gaucher et droitier. Avec un mélangeur et facile à  pomper.;1 an;3280;Pulvériser avec plus d efficacité !;En laiton;Multicolore;1;;;Démontable;Laiton;;;RIM-0003.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP162D+;;PULVERISATEUR "LINA+16" A DOS ;PULVERISATEUR "LINA+16" A DOS ;Pulvérisateur à  dos à  pression entretenue. Muni d une large ouverture qui facilite le remplissage et le pompage. Il a une capacité de 17,50 litres.;1 an;3280;Conçu pour entretenir les plantes;En laiton à  jet réglable;Multicolore;1;;;Démontable;Laiton;;;RIM-0004.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP020P;;PULVERISATEUR 2L  "LINA2";PULVERISATEUR 2L  "LINA2";Ce pulvérisateur à  pression préalable est idéal pour éliminer les insectes nuisibles aux cultures. Ce matériel est doté d une pompe et d un régulateur de pression.;1 an;3280;Indispensable pour  traiter les plantes ;En polypropylène injecté.;Multicolore;1;;;Soupape de sà»reté;Polypropylène . laiton;;;RIM-0005.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP051P;;PULVERISATEUR 5L "LINA5";PULVERISATEUR 5L "LINA5";Démontable, ce pulvérisateur d une capacité de 5 L offre une pression préalable. Il dispose d une épaulette de confort pour être facile à  utiliser.;1 an;3280;Meilleure pulvérisation des plantes ! ;En polypropylène injecté;Blanc;1;;;Démontable;Laiton;;;RIM-0006.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRP070P;;PULVERISATEUR 7L "LINA7";PULVERISATEUR 7L "LINA7";Pulvérisateur à  pression préalable issu d une fabrication de Ribiland. Fourni avec une lance laiton et buse laiton à  jet réglable n° 8 démontable.;1 an;3280;Un pulvérisateur pratique et facile ;En laiton à  jet réglable;Blanc;1;;;Démontable;Laiton;;;RIM-0007.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
35533;;Lanterne solaire Marrakech Noir;Lanterne solaire Marrakech NR;Lanterne en métal façon orientale trouvera idéalement sa place sur une table en métal, ou mobilier de jardin tendance -  Le panneau solaire capte les rayons du soleil et recharge la batterie tout au long de la journée, et dès la tombée de la nuit, la lumière dégagée par la LED offrira des jolis jeux de lumière autour de la lanterne. Ø13 cm Interrupteur marche - arrêt 1 LED blanche - Durée de l éclairage : 6h/8h pour 1 journée de charge -  Matériaux : métal Dimensions : 13L (cm) x 13 h (cm) x 19h (cm) Poids Net (g): 305 Alim. Electrique: 1* AAA NiMh 1,2V 300mAh (Fournie);1 an;3080;Douce lueur dessinant de jolis motifs;Lanterne solaire Marrakech Noir;Multicolore;;;;Lanterne métal façon orientale;mobilier de jardin tendance;jolis jeux de lumière;;RIM-35533.jpg;RIM-35533-300.jpg;;;;;;;;;;;;;;;00-Depart Fournisseur
35624;;Lanterne Casablanca Bronze Vert;Lanterne Casablanca BronzeVert;Lanterne en métal façon orientale trouvera idéalement sa place sur une table en métal, ou mobilier de jardin tendance -  Le panneau solaire capte les rayons du soleil et recharge la batterie tout au long de la journée, et dès la tombée de la nuit, la lumière dégagée par la LED offrira des jolis jeux de lumière autour de la lanterne. Interrupteur marche - arrêt 1 LED blanche - Durée de l éclairage : 6h/8h pour 1 journée de charge -  Matériaux : métal Dimensions : 13L (cm) x 13 h (cm) x 18h (cm) Poids Net (g): 280 Alim. Electrique: 1* AAA NiMh 1,2V 300mAh (Fournie);1 an;3080;Superbe décoration pour le jardin;Lanterne Casablanca Bronze Vert;Multicolore;;;;Lanterne métal façon orientale;mobilier de jardin tendance;jolis jeux de lumière;;RIM-35624.jpg;;;;;;;;;;;;;;;;00-Depart Fournisseur
35489;;Lanterne colorée Ø22.5 cm bleu;Lanterne colorée Ø22.5 cm bleu;Lanterne tressée tendance, à suspendre ou bien à poser sur votre terrasse, sur votre table. Le panneau solaire capte les rayons du soleil et recharge les batteries tout au long de la journée, cette lanterne scintillera, telle une bougie dans un photophore, automatiquement dès la tombée de la nuit.Panneau solaire polychristalin : 2V/40mA 0.08W - 1 Led ambrée scintillante telle la flamme d une bougie - Durée de l éclairage : 6h pour 1 journée de charge  Diamètre : 22.5 cm  L x l x h : 22,5cm 22,5cm 20cm / poids net377g Matériaux : PVC Alimentation : 1 bat. AA NiMh 1,2V 300mAh ;1 an;3080;Douce lueur ambrée, pour un super effet;Lanterne colorée Ø22.5 cm bleu;Multicolore;;;;Lanterne tressée tendance;A suspendre ou a poser;;;RIM-35489.jpg;;;;;;;;;;;;;;;;00-Depart Fournisseur
35538;;Potelet tressé solaire 50cm;Potelet tressé solaire 50cm;Potelet solaire tressé tendance, à piquer dans le sol le long d une allée.  Le panneau solaire capte les rayons du soleil et recharge les batteries tout au long de la journée, la torche scintillera tel un flambeau automatiquement dès la tombée de la nuit. Panneau solaire amorphe : 4.7*4.7 cm (situé à l intérieur de la partie supérieure blanche). Permet ainsi de recharger la batterie même par temps nuageux (grâce à la simple luminosité) Equipée de 4 Led blanches Durée de l éclairage : 6h pour 1 journée de charge  Matériaux : PVC Dimensions : 9L (cm) x 9 h (cm) x 50h (cm) Poids Net (g): 350 ;1 an;3080;Déco lumineuse autour de votre terrasse;Potelet tressé solaire 50cm;Multicolore;;;;Potelet solaire tendance;Magnifique le long d une allée;;;RIM-35538.jpg;;;;;;;;;;;;;;;;00-Depart Fournisseur
PRP049P;;PULVERISATEUR 5L "PULPRO5" ;PULVE. 5L STANDARD "PULPRO5";Pulvérisateur "PULPRO5" à  pression préalable issu de la marque Ribiland. Livré avec une lance fibre de verre garantissant une meilleure précision.;1 an;3280;Pour entretenir les plantes sans effort;Fibre de verre et buse à jet réglable;Multicolore;1;;;Démontable;Entièrement démontable;;;RIM-0019.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRPA013G-V;;VAPOSOIR / ARROSOIR 1.05L VERT;VAPOSOIR / ARROSOIR 1.05L VERT;Procurez-vous ce matériel pour arroser et vaporiser les plantes. Avec un bouton de sureté. Couleur vert.;1 an;3040;Idéal pour l entretien des plantes !;En polyéthylène;Vert;1;;;Tête et gâchette;Polyéthylène;;;RIM-0030.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRPA013G-B;;VAPOSOIR / ARROSOIR 1.05L BLEU;VAPOSOIR / ARROSOIR 1.05L BLEU;Procurez-vous ce matériel pour arroser et vaporiser les plantes. Avec un bouton de sureté. Couleur bleu. ;1 an;3040;Idéal pour l entretien des plantes !;En polyéthylène;Bleu;1;;;Tête et gâchette;Polyéthylène;;;RIM-0030.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
99898;;test;test;testestestest;1 an;-1;;5;Noir;;40;99;;;;0;RIM-falling-snowflakes-free-stock-vector-3.jpg;;;;;;;;;;;;00;;;;00-Depart Fournisseur
35524;;Potelet Shadow solaire 5 LED;Potelet Shadow solaire 5 LED;Décoration tendance de jour par sa finition inox et de nuit par les beaux reflets créés à travers le tube transparent! A piquer dans le sol (dans un massif, le long d une allée...) ou dans une jardinière sur un balcon ou terrasse. Matériau : inox Dimensions : 6,4 cm (l) x 6,4 cm (L) x 42 cm ( h) Poids (g) :205 Alimentation : 1pile AA NiMh 1,2V 300mAh (Fournie);1 an;3080;Magnifiques reflets la nuit;Potelet solaire 5 LED;Multicolore;;;;Décoration tendance;Beaux reflets créés;A piquer dans le sol;;RIM-35524.jpg;;;;;;;;;;;;;;;;00-Depart Fournisseur
35623;;Lanterne Casablanca Taupe;Lanterne Casablanca Taupe;Lanterne en métal façon orientale trouvera idéalement sa place sur une table en métal, ou mobilier de jardin tendance -  Le panneau solaire capte les rayons du soleil et recharge la batterie tout au long de la journée, et dès la tombée de la nuit, la lumière dégagée par la LED offrira des jolis jeux de lumière autour de la lanterne. Interrupteur marche - arrêt 1 LED blanche - Durée de l éclairage : 6h/8h pour 1 journée de charge -  Matériaux : métal Dimensions : 13L (cm) x 13 h (cm) x 18h (cm) Poids Net (g): 280 Alim. Electrique: 1* AAA NiMh 1,2V 300mAh (Fournie);1 an;3080;Superbe décoration pour le jardin;Lanterne Casablanca Taupe;Multicolore;;;;Lanterne métal façon orientale;mobilier de jardin tendance;jolis jeux de lumière;;RIM-35623.jpg;;;;;;;;;;;;;;;;00-Depart Fournisseur
35492;;Lanterne tressée Ø16.5 / H25cm;Lanterne tressée Ø16.5 / H25cm;Design tendance : en harmonie avec votre mobilier tressé à suspendre ou bien à poser sur votre terrasse, sur votre table. Le panneau solaire capte les rayons du soleil et recharge les batteries tout au long de la journée, cette lanterne scintille telle une bougie dans un photophore, et ce automatiquement dès la tombée de la nuit.Panneau solaire polychristalin : 2V/40mA 0.08W - 1 Led ambrée scintillante - Durée de l éclairage : 6h pour 1 journée de charge  Diamètre : 16.5 cm - hauteur 25 cm - poids net374g Matériaux : PVC Alimentation : 1 bat. AA NiMh 1,2V 300mAh;1 an;3080;A la fois tendance, écolo et design;Lanterne tressée Ø16.5 / H25cm;Multicolore;;;;Superbe déco de table;Magnifiques jeux de lumière;;;RIM-35492.jpg;RIM-35492-crm2.jpg;;;;;;;;;;;;;;;00-Depart Fournisseur
35537;;Potelet tressé solaire 25cm;Potelet tressé solaire 25cm;Potelet solaire tressé tendance, à piquer dans le sol le long d une allée.  Le panneau solaire capte les rayons du soleil et recharge les batteries tout au long de la journée, la torche scintillera tel un flambeau automatiquement dès la tombée de la nuit. Panneau solaire amorphe : 4.7*4.7 cm (situé à l intérieur de la partie supérieure blanche). Permet ainsi de recharger la batterie même par temps nuageux (grâce à la simple luminosité) Equipée de 4 Led blanches Durée de l éclairage : 6h pour 1 journée de charge  Matériaux : PVC Dimensions : 9L (cm) x 9 h (cm) x 25h (cm) Poids Net (g): 350 ;1 an;3080;Déco lumineuse autour de votre terrasse;Potelet tressé solaire 25cm;Multicolore;;;;Potelet solaire tendance;Magnifique le long d une allée;;;RIM-35537.jpg;;;;;;;;;;;;;;;;00-Depart Fournisseur
33133;;Multi Anti-nuisibles solaire;Multi Anti-nuisibles solaire;3 fréquences au choix pour repousser 3 types de nuisibles  planté le dans le sol, orienté le plus possible vers les rayons du soleil - surface couverte : 30 m² (réception des ultra-sons par la terre) et jusqu à 6-8 mètres d action (réception des ultrasons par l air)  L x l x h : 11cm 10,7cm 33,3cm / poids net205g Matériaux : ABS Alimentation : 2 bat. AA NiMh 1,2V 500mAh;1 an;3080;Astucieux, repousse les nuisibles;L x l x h : 11cm 10,7cm 33,3cm;Multicolore;;;;3 fréquences au choix;;;;RIM-33133.jpg;RIM-33133-SIT.jpg;;;;;;;;;;;;;;;00-Depart Fournisseur
33147;;Poubelle de jardin sur roue;Poubelle de jardin sur roue;Pliable, très résistant et très pratique. Poubelle ou brouette selon l utilisation souhaitée - Montée sur roues : permet de transporter facilement les détritus ou accessoires de jardinage. Forme ergonomique : une fois basculée, cette poubelle est prête à être remplie! Bâche PolyEthylène : peut supporter jusqu à 50 kg ! Grande capacité : 60*50*80 cm 240 litres environ 2 roues de Ø25cm * 10cm - pneus : permet d accéder facilement au jardin  Structure en acier d épaisseur 1.2 et 1mm L x l x h : 62cm 62cm 92cm / poids net7200g Matériaux : PE Tarpaulin + acier;1 an;3480;Indispensable pour l entretien du jardin;Matériaux : PE Tarpaulin + acier;Multicolore;;;;Pliable résistante et pratique;Transport facile des détritus;;;RIM-33147.jpg;RIM-33147-SIT.jpg;;;;;;;;;;;;;;;00-Depart Fournisseur
35632;; Boule solaire 6LED vert anis ; Boule solaire 6LED vert anis ;Balisage originale à suspendre (ou à poser), en forme de boule - A suspendre à une branche, à une baleine de parasol coloris acidulé pour une harmonie parfaite à votre mobilier de jardin. Alimentation par panneau solaire monocristalin 40mA 2V : durant la journée, le panneau solaire alimente la batterie. Ainsi, dès la nuit tombée, l ampoule s éclaire automatiquement pour diffuser une douce lueur - Double panneau solaire  6 LED blanches  L x l x h : 9cm 9cm 12,5cm / poids net123g Matériaux : plastique Alimentation : 1 bat. AA NiMh 1,2V 600mAh   ;1 an;3080;Idéale pour éclairer vos soirées d été;Boule solaire vert anis;Multicolore;;;;Balisage originale à suspendre;harmonie parfaite au mobilier;;;RIM-35632.jpg;RIM-35632-300.jpg;;;;;;;;;;;;;;;00-Depart Fournisseur
35621;;Lanterne Casablanca Rose Provence;Lanterne Casablanca Rose Prov;Lanterne en métal façon orientale trouvera idéalement sa place sur une table en métal, ou mobilier de jardin tendance -  Le panneau solaire capte les rayons du soleil et recharge la batterie tout au long de la journée, et dès la tombée de la nuit, la lumière dégagée par la LED offrira des jolis jeux de lumière autour de la lanterne. Interrupteur marche - arrêt 1 LED blanche - Durée de l éclairage : 6h/8h pour 1 journée de charge -  Matériaux : métal Dimensions : 13L (cm) x 13 h (cm) x 18h (cm) Poids Net (g): 280 Alim. Electrique: 1* AAA NiMh 1,2V 300mAh (Fournie);1 an;3080;Superbe décoration pour le jardin;Lanterne Casablanca Rose Provence;Multicolore;;;;Lanterne métal façon orientale;mobilier de jardin tendance;jolis jeux de lumière;;RIM-35621.jpg;;;;;;;;;;;;;;;;00-Depart Fournisseur
35552;;Lanterne solaire Constantine;Lanterne solaire Constantine;Lanterne en métal façon orientale trouvera idéalement sa place sur une table. Coloris tendance donnant du peps à votre jardin ou balcon / terrasse Le panneau solaire capte les rayons du soleil et recharge la batterie tout au long de la journée, et dès la tombée de la nuit, la lumière dégagée par la LED offrira des jolis jeux de lumière autour de la lanterne. 1 LED blanche - Durée de l éclairage : 6h/8h pour 1 journée de charge -  Matériaux : métal Dimensions : 17,5L (cm) x 17,5 h (cm) x 24,5h (cm) Poids Net (g): 650 Alim. Electrique: 1* 2/3 AA NiMh 1,2V 600mAh (Fournie);1 an;3080;Apportez une touche exotique au jardin;Lanterne Constantine gris anthracite;Multicolore;;;;Donne du peps à votre jardin;Magnifiques jeux de lumière;;;RIM-35552.jpg;RIM-35552-300.jpg;;;;;;;;;;;;;;;00-Depart Fournisseur
35544;;Cône tressé solaire 45cm;Cône tressé solaire 45cm;Cône solaire tressé tendance, à piquer dans le sol le long d une allée.  Le panneau solaire capte les rayons du soleil et recharge les batteries tout au long de la journée, la lampe s illuminera automatiquement dès la tombée de la nuit. Panneau solaire amorphe : 2V 40mA (situé à l intérieur de la boule en verre). 1 Led blanche Durée de l éclairage : 6h pour 1 journée de charge  L x l x h : 10cm 10cm 44,8cm / poids net285g Matériaux : PVC Alimentation : 1 bat. AA NiMh 1,2V 300mAh;1 an;3080;Atmosphère lumineuse et chaleureuse;Cône tressé solaire 45cm;Multicolore;;;;Cône solaire tressé tendance;A piquer dans le sol;Magnifique le long d une allée;;RIM-35544.jpg;RIM-35552-300.jpg;;;;;;;;;;;;;;;00-Depart Fournisseur
35461;;Fontaine solaire flottante;Fontaine solaire flottante;Idéal dans un bassin, ou tout autre point d eau. Pas de grands travaux à entreprendre : cette fontaine fontionne à l énergie solaire : pour le plaisir des yeux et des poissons !Fonctionne le jour sous les rayons directs du soleil - pas de batterie -  Panneau solaire polycrystal : 1,2 W - 4 têtes interchangeables pour créer le jeu d eau souhaité - Matière : ABS hauteur jet d eau : 30 cm maxi-  Débit max : 150 L / Heure - Pompe de 6 V -  L x l x h : 30cm 30cm 6cm / poids net510g Matériaux : ABS;1 an;3080;Créez un mouvement d eau naturel;L x l x h : 30cm 30cm 6cm;Multicolore;;;;Idéal dans un bassin;Plaisir des poissons;;;RIM-35461.jpg;;;;;;;;;;;;;;;;00-Depart Fournisseur
33136;;Chariot de jardin + 4 outils;Chariot de jardin + 4 outils;Les outils sont transportés en un seul voyage, poignée de transport pour tirer le chariot à hauteur de 1 m 4 outils fournis de très belle manufacture : manche en bois et têtes finition inox: - griffe - fourche à main - transplantoir - désherbeur à main Cadre du chariot en acier (peut supporter jusqu à 90kg)-  Sac en polyester capacité 30 litres jusqu à 15 kg - multipoches en frontal et latéral  Sac à rabat : pour y glisser des bulbes, graines L x l x h : 36cm 29cm 102cm / poids net2250g Matériaux : polyester + acier;1 an;3480;Nécessaire à l activité de jardinage;Matériaux : polyester + acier;Multicolore;;;;Très belle manufacture;Pratique et utile;;;RIM-33136.jpg;RIM-33136-OUTILS.jpg;;;;;;;;;;;;;;;00-Depart Fournisseur
PRA020-F;;ARROSOIR 2L "DONNA" TRANSL.;ARROSOIR 2L "DONNA" TRANSL.;Son long bec évite le gaspillage d eau. Cet équipement est disponible en plusieurs couleurs. Achetez-en un pour arroser vos plantes d intérieur.;1 an;3040;Pratique pour un arrosage précis;En polyéthylène;Rose;1;;;Long Bec;Polyéthylène;;;RIM-0032.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRA120;;ARROSOIR 12L POMME D ARROSAGE;ARROSOIR 12L POMME D ARROSAGE;À base de polyéthylène. Idéal pour les arrosages moins fréquents. Muni d une pomme démontable, il offre une capacité de 12 litres.;1 an;3040;Pour les arrosages moins fréquents;En polyéthylène;Vert;1;;;Démontable;Polyéthylène;;;RIM-0033.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRDM;;DESHERBEUR MECANIQUE;DESHERBEUR MECANIQUE;Entretenez votre jardin avec ce désherbeur mécanique ! Spécialement conçu pour enlever les mauvaises herbes, cet outil est facile à  utiliser. Il possède un manchon coulissant ergonomique.;1 an;3480;Un désherbeur facile à  manier;Métal et polypropylène;Vert;1;;;Simple d utilisation;;;;RIM-0034.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PROFC2;;COUTEAU EXTIRPATEUR MANCHE BI-MATIERE;COUTEAU EXTIRPATEUR MANCHE BI-MATIERE;Avec une lame en forme d angle droit pour faciliter l extirpation des mauvaises herbes. Manche en bi-matière antidérapant et facile à  manier. Offrez-vous-en un pour entretenir votre jardin.;1 an;3480;Un outil de jardin très performant;En acier;Vert;1;;;Manche ergonomique bi-matière;Revêtement antirouille;;;RIM-0035.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PROFD;;DESHERBEUR A FLEUR;DESHERBEUR A FLEUR;Facilitez vos travaux de jardinerie grâce à  ce désherbeur à  fleurs en acier avec revêtement antirouille ! Outil simple d utilisation. Manche ergonomique bi-matière soft touch.;1 an;3480;Désherbeur à  fleurs facile d usage;En acier;Vert;1;;;Manche ergonomique bi-matière;Revêtement antirouille;;;RIM-0036.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PROFT1;;TRANSPLANTOIR LARGE MANCHE BI-MATIERE;TRANSPLANTOIR LARGE MANCHE BI-MATIERE;Un transplantoir alliant praticité et robustesse. Utilisé pour passer les plantes d un pot à  l autre. Manche bi-matière soft touch antidérapant. Achetez dès maintenant cet outil pour faciliter vos travaux en jardinerie !;1 an;3480;Un outil de jardin simple d utilisation ;En acier;Vert;1;;;Manche anti-dérapant;Revêtement antirouille;;;RIM-0037.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRA020-V;;ARROSOIR 2L "DONNA"  TRANSLUCIDE / VERT;ARROSOIR 2L "DONNA"  TRANSLUCIDE/ VERT;Son long bec évite le gaspillage d eau. Cet équipement est disponible en plusieurs couleurs. Achetez-en un pour arroser vos plantes d intérieur.;1 an;3040;Pratique pour un arrosage précis;En polyéthylène;Vert;1;;;Long Bec;Polyéthylène;;;RIM-0032.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRA020-B;;ARROSOIR 2L "DONNA" TRANSLUCIDE /BLEU;ARROSOIR 2L "DONNA" TRANSLUCIDE / BLEU;Son long bec évite le gaspillage d eau. Cet équipement est disponible en plusieurs couleurs. Achetez-en un pour arroser vos plantes d intérieur.;1 an;3040;Pratique pour un arrosage précis;En polyéthylène;Bleu;1;;;Long Bec;Polyéthylène;;;RIM-0032.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
