Code produit Fournisseur;Désignation du produit (NOM COMMERCIAL);Prix de vente TTC non remisé;% Remise;Prix de vente TTC;Prix d'achat HT;Frais de Livraison;TVA;Delai de livraison;Produit disponible
LC30052016;Plantes vertes grimpantes;;;40.15;30.05;;6;2 à 3 Semaines;Oui
